RAIL_OPR_ISTT_CD,LN_CD,STIN_CD,STIN_NM
KR,K6,K120,신해운대
KR,K6,K121,송정
KR,K6,K122,오시리아
KR,K6,K123,기장
KR,K6,K124,일광
KR,K6,K125,좌천
KR,K6,K126,월내
KR,K6,K127,서생
KR,K6,K128,남창
KR,K6,K129,망양
KR,K6,K130,덕하
KR,K6,K131,개운포
KR,K6,K132,태화강
DG,1,115,설화명곡
DG,1,116,화원
DG,1,117,대곡(정부대구청사)
DG,1,118,진천
DG,1,119,월배
DG,1,120,상인
DG,1,121,월촌
DG,1,122,송현
DG,1,123,서부정류장(관문시장)
DG,1,124,대명
DG,1,125,안지랑
DG,1,126,현충로
DG,1,127,영대병원
DG,1,128,교대
DG,1,129,명덕(2.28민주운동기념회관)
DG,1,130,반월당
DG,1,132,대구역
DG,1,133,칠성시장
DG,1,134,신천(경북대입구)
DG,1,135,동대구역
DG,1,136,동구청(큰고개)
DG,1,137,아양교
DG,1,138,동촌
DG,1,139,해안
DG,1,140,방촌
DG,1,141,용계
DG,1,142,율하
DG,1,143,신기
DG,1,144,반야월
DG,1,145,각산
DG,1,146,안심(혁신도시·첨복단지)
DG,1,3140,중앙로
DG,2,216,문양
DG,2,217,다사
DG,2,220,계명대
DG,2,221,성서산업단지
DG,2,222,이곡
DG,2,223,용산(서부법원·검찰청입구)
DG,2,224,죽전
DG,2,225,감삼
DG,2,226,두류
DG,2,227,내당
DG,2,228,반고개
DG,2,229,청라언덕
DG,2,230,반월당
DG,2,231,경대병원
DG,2,232,대구은행
DG,2,233,범어
DG,2,234,수성구청(KBS)
DG,2,235,만촌
DG,2,236,담티(산대·대륜)
DG,2,237,연호
DG,2,238,대공원
DG,2,240,신매
DG,2,241,사월
DG,2,242,정평
DG,2,243,임당
DG,2,244,영남대
DG,2,218,대실
DG,2,219,강창
DG,2,239,고산
DG,3,312,칠곡경대병원
DG,3,313,학정
DG,3,314,팔거(국립농관원·통계청)
DG,3,315,동천
DG,3,316,칠곡운암
DG,3,317,구암
DG,3,318,태전
DG,3,319,매천
DG,3,320,매천시장
DG,3,321,팔달
DG,3,322,공단
DG,3,323,만평
DG,3,324,팔달시장
DG,3,325,원대
DG,3,326,북구청
DG,3,327,달성공원
DG,3,328,서문시장(동산병원)
DG,3,329,청라언덕
DG,3,330,남산
DG,3,331,명덕(2.28민주운동기념회관)
DG,3,332,건들바위
DG,3,333,대봉교
DG,3,334,수성시장
DG,3,335,수성구민운동장
DG,3,336,어린이회관
DG,3,337,황금
DG,3,338,수성못(TBC)
DG,3,339,지산
DG,3,340,범물
DG,3,341,용지
GJ,1,100,녹동
GJ,1,101,소태
GJ,1,102,학동증심사입구
GJ,1,103,남광주
GJ,1,104,문화전당
GJ,1,105,금남로4가
GJ,1,106,금남로5가
GJ,1,107,양동시장
GJ,1,108,돌고개
GJ,1,109,농성
GJ,1,110,화정
GJ,1,111,쌍촌
GJ,1,112,운천
GJ,1,113,상무
GJ,1,114,김대중컨벤션센터
GJ,1,115,공항
GJ,1,116,송정공원
GJ,1,117,광주송정역
GJ,1,118,도산
GJ,1,119,평동
DJ,1,1,판암(대전대)
DJ,1,2,신흥
DJ,1,3,대동(우송대)
DJ,1,4,대전
DJ,1,5,중앙로
DJ,1,6,중구청
DJ,1,7,서대전네거리
DJ,1,8,오룡
DJ,1,9,용문
DJ,1,10,탄방
DJ,1,11,시청
DJ,1,12,정부청사
DJ,1,13,갈마
DJ,1,14,월평(한국과학기술원)
DJ,1,15,갑천
DJ,1,16,유성온천(충남대·목원대)
DJ,1,17,구암
DJ,1,18,현충원(한밭대)
DJ,1,19,월드컵경기장(노은도매시장)
DJ,1,20,노은
DJ,1,21,지족(침신대)
DJ,1,22,반석(칠성대)
